index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
17c834e21eb1f2ef85dd53ca57dacfc8,2026-04-03T17:19:32Z,'Hochwasser',noe.orf.at,de,0.9,Wie das March-Hochwasser Dürnkrut prägte,Starke Regenfälle haben vor 20 Jahren zu einem 100-jährlichen Hochwasser an der March geführt. Die Schadenssumme belief sich auf 75 Millionen Euro. Seitdem wurde der Hochwasserschutz verbessert. noe.ORF.at hat mit Zeitzeugen zurückgeblickt.,https://noe.orf.at/stories/3348669/,https://ibs.orf.at/noe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F14%2F62%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2991975_master_1157162_89222e21-dd87-4350-a9db-abd7e02a253e.jpg%3Fs%3Ddfee4392a3aae4575757e6cc076cba0830791d32,http://web.archive.org/web/20260403181926/https://noe.orf.at/stories/3348669/,Vor genau 20 Jahren ereignete sich eines der schwersten Hochwasser der jüngeren Geschichte. Die March trat über die Ufer und verursachte massive Schäden. Ausgelöst wurde das sogenannte 100-jährliche … [+4068 chars],,Wie das March-Hochwasser Dürnkrut prägte. Starke Regenfälle haben vor 20 Jahren zu einem 100-jährlichen Hochwasser an der March geführt. Die Schadenssumme belief sich auf 75 Millionen Euro. Seitdem wurde der Hochwasserschutz verbessert. noe.ORF.at hat mit Zeitzeugen zurückgeblickt.,"How the March flood shaped Dürnkrut. Heavy rains 20 years ago led to a 100-year flood on the March. The total damage amounted to 75 million euros. Since then, flood protection has been improved. noe.ORF.at looked back with contemporary witnesses.",Quomodo Marchiae flumen Dürnkrut conformavit. Imbres graves abhinc viginti annos ad 100 annos diluvium pridie Idus Martias duxerunt. Totalis damni numerus septuaginta milium nummorum fuit. Cum igitur flumen praesidium emendatum est. noe.ORF.at Respexit cum testibus hodiernis.,2026-04-08 09:02:00+00:00
61883a212a53730842e2c0f12eb0182a,2026-04-07T13:51:00Z,'Hochwasser Regen',www.diepresse.com,de,0.3,In der Katastrophe darf die Pflege nicht leiden [premium],"Care-Arbeiten sind bezahlte und unbezahlte Tätigkeiten zur Versorgung von Kindern, älteren oder kranken Menschen. Bisher wird diese Versorgung bei Klimakatastrophen nicht mitgedacht. Es fehlen Daten zu Sorgearbeit im Krisenkontext.",https://www.diepresse.com/20718508/in-der-katastrophe-darf-die-pflege-nicht-leiden,https://img.diepresse.com/public/incoming/k3258j-abd20240916abd0168hrjpg/alternates/DPR_SOCIAL_MAGAZIN/ABD_20240916_ABD0168.HR.jpg,,"Ein realistisches Szenario: Über Nacht kam Hochwasser, Wege sind blockiert, die Menschen müssen in der Früh entscheiden, ob sie zuhause in Sicherheit bleiben oder zur Arbeit fahren. Mitte September 2… [+6020 chars]",,"In der Katastrophe darf die Pflege nicht leiden [premium]. Care-Arbeiten sind bezahlte und unbezahlte Tätigkeiten zur Versorgung von Kindern, älteren oder kranken Menschen. Bisher wird diese Versorgung bei Klimakatastrophen nicht mitgedacht. Es fehlen Daten zu Sorgearbeit im Krisenkontext.","In a catastrophe, care must not suffer [premium]. Care work is paid and unpaid work to look after children, the elderly or sick people. So far, this supply has not been taken into account in the event of climate disasters. There is a lack of data on care work in a crisis context.","In calamitate cavendum est ne patiaris. Solvitur laboris cura ac persoluta labori curandis pueris, senibus vel aegrotis hominibus. Hactenus haec copia in eventibus calamitatum climatis non habita est. Defectus notitiarum cura laboris in contextu discriminis est.",2026-04-09 15:44:15+00:00
f083eea95d939c2cdbfa33567e4ca58a,2026-04-06T09:33:49Z,'Hochwasser',www.bild.de,de,0.9,"Ratgeber für private Vorsorge in Krisenlagen - So sorgen Se vor für Blackouts, Hochwasser, Waldbrände",Wer holt die Kinder? Wohin bei Evakuierung? Ein Ratgeber gibt Tipps zur Krisen-Vorsorge und welche Vorräte sich private Haushalte anlegen sollten,https://www.bild.de/politik/ausland-und-internationales/krisen-ratgeber-so-sorgen-sie-vor-fuer-blackouts-hochwasser-braende-69ccffd39bf4a45ef12155bd,"https://images.bild.de/69ccffd39bf4a45ef12155bd/3d3f81d230f495096be46a01faa42ed7,ec658577?w=1280",,"TTS-Player überspringenArtikel weiterlesenWas tun bei Blackout, Hochwasser, Flächenbrand? Top-Krisenmanager Thomas Kaser (66) hat dazu einen hilfreichen Ratgeber fur die private Notfallvorsorge in Kr… [+4434 chars]",,"Ratgeber für private Vorsorge in Krisenlagen - So sorgen Se vor für Blackouts, Hochwasser, Waldbrände. Wer holt die Kinder? Wohin bei Evakuierung? Ein Ratgeber gibt Tipps zur Krisen-Vorsorge und welche Vorräte sich private Haushalte anlegen sollten","Guide for private precautions in crisis situations - How to protect yourself from blackouts, floods and forest fires. Who will get the children? Where to go during evacuation? A guide gives tips on crisis preparedness and what supplies private households should stock up on","Rector pro cautelis privatis in adiunctis crisi - Ut te defendas ab incendiis blackouts, diluviis et silvis. quis liberos habebit? Quo ire per evacuationem? Dux labris discriminis praeparationem dat et quae privatae familiae instruendae sunt",2026-04-09 21:01:07+00:00
875e18b05437bad58e055885ffb78b5f,2026-04-09T00:00:00Z,'Hochwasser Evakuierung',versicherungswirtschaft-heute.de,de,0.3,Pläne für Elementarschadenversicherung: Urgewald keilt erneut gegen GDV,"Die Umweltorganisation Urgewald hat ihren Ruf nach einer Elementarschadenversicherung nach dem Vorbild Frankreichs erneuert. Das 1982 eingeführte „CatNat“-System zeige, „wie ein solidarisches Modell auch in Deutschland aussehen könnte“, schreibt Urgewald in e…",https://versicherungswirtschaft-heute.de/unternehmen-und-management/2026-04-09/plaene-fuer-elementarschadenversicherung-urgewald-keilt-erneut-gegen-gdv/,https://versicherungswirtschaft-heute.de/wp-60d20-content/uploads/2021/08/2021-08-03-schadenzaahrtal-original.jpg,,"Die Ahrtal-Katastrophe ereignete sich Mitte Juli 2021 nach extremen Regenfällen durch das Tiefdruckgebiet ""Bernd"", die zu einem verheerenden Hochwasser führten. Es kamen 135 Menschen ums Leben. Quell… [+674 chars]",,"Pläne für Elementarschadenversicherung: Urgewald keilt erneut gegen GDV. Die Umweltorganisation Urgewald hat ihren Ruf nach einer Elementarschadenversicherung nach dem Vorbild Frankreichs erneuert. Das 1982 eingeführte „CatNat“-System zeige, „wie ein solidarisches Modell auch in Deutschland aussehen könnte“, schreibt Urgewald in e…","Plans for natural hazard insurance: Urgewald is again wedged against GDV. The environmental organization Urgewald has renewed its call for natural hazard insurance based on the French model. The “CatNat” system introduced in 1982 shows “what a model of solidarity could look like in Germany,” writes Urgewald in a...","Consilia assecurationis aleae naturalis: Urgewald rursus contra GDV figitur. Urgewald ordo environmental vocationem suam assecurationis aleae naturalis innititur in exemplo Gallico renovavit. Systema ""CatNat"" anno 1982 introductum ostendit ""quid exemplar solidarietatis in Germania simile videri posset"", scribit Urgewald in a...",2026-04-10 05:32:06+00:00
19fd6a67a3965ab18b8d83ab4ca3938e,2026-04-06T15:53:31Z,'Hochwasser',www.morgenpost.de,de,0.9,Stausee überflutet Region in Russland: Tausende fliehen vor den Wassermassen,In der russischen Region Dagestan sorgen schwere Überschwemmungen für Zerstörung. Schuld ist eine gebrochene Mauer an einem Stausee.,https://www.morgenpost.de/politik/article411648613/stausee-ueberflutet-region-in-russland-tausende-fliehen-vor-den-wassermassen.html,https://img.sparknews.funkemedien.de/411648612/411648612_1775490814_v16_9_1600.jpeg,,Katastrophenalarm in der russischen Teilrepublik Dagestan: Nach heftigen Regenfällen kämpfen die Menschen vor Ort derzeit mit einer schweren Flut-Katastrophe. Besonders heikel: An einem Stausee in de… [+1917 chars],,Stausee überflutet Region in Russland: Tausende fliehen vor den Wassermassen. In der russischen Region Dagestan sorgen schwere Überschwemmungen für Zerstörung. Schuld ist eine gebrochene Mauer an einem Stausee.,Reservoir floods region in Russia: Thousands flee from the water masses. Severe floods are causing destruction in the Russian region of Dagestan. A broken wall on a reservoir is to blame.,Alveus inundationes regionis in Russia: Milia fugiunt massae aquarum. Gravissimae inundationes in regione Dagestania Russorum perniciem faciunt. Murus fractus in alveus est culpa.,2026-04-10 05:32:06+00:00
909640f3ed5d2e3a623cb0c42216199d,2026-04-08T02:00:05Z,'Hochwasser',www.stern.de,de,0.9,"Mit der Kraft des Wassers: Wie ""Energyfische"" Strom in Flüssen produzieren können",Wie funktionieren die neuen Schwarmkraftwerke? Und wie gehen sie mit Fischen oder Hochwasser um? Ein Blick auf das Projekt eines bayerischen Unternehmens im Rhein bei St. Goar – und darüber hinaus.,https://www.stern.de/wirtschaft/news/mit-der-kraft-des-wassers--wie--energyfische--strom-in-fluessen-produzieren-koennen-37289328.html,https://image.stern.de/37289330/t/3w/v1/w1440/r1.7778/-/08--xxlzttmivuv8axs2048jpeg---651bb23152a8d98f.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Wie funktionieren die neuen Schwarmkraftwerke? Und wie gehen sie mit Fischen oder Hochwasser um? Ein Blick auf das Projekt eines bayerischen Unte… [+6663 chars]",,"Mit der Kraft des Wassers: Wie ""Energyfische"" Strom in Flüssen produzieren können. Wie funktionieren die neuen Schwarmkraftwerke? Und wie gehen sie mit Fischen oder Hochwasser um? Ein Blick auf das Projekt eines bayerischen Unternehmens im Rhein bei St. Goar – und darüber hinaus.",With the power of water: How “energy fish” can produce electricity in rivers. How do the new swarm power plants work? And how do they deal with fish or floods? A look at a Bavarian company's project in the Rhine near St. Goar - and beyond.,"Potentia aquae: Quomodo ""uis piscis"" in fluminibus electricitatem producere potest. Quomodo novum examen plantae potentiae operantur? Et quomodo pisces aut inundationes agunt? Vide in comitatu Bavarica in Rheno prope S. Goar - et ultra.",2026-04-10 05:32:06+00:00
3a9d51189e0adc29bff228cb2b875b06,2026-04-08T02:02:44Z,'Hochwasser',www.tagesspiegel.de,de,0.9,Mit der Kraft des Wassers: Wie „Energyfische“ Strom in Flüssen produzieren können,Wie funktionieren die neuen Schwarmkraftwerke? Und wie gehen sie mit Fischen oder Hochwasser um? Ein Blick auf das Projekt eines bayerischen Unternehmens im Rhein bei St. Goar – und darüber hinaus.,https://www.tagesspiegel.de/wirtschaft/mit-der-kraft-des-wassers-wie-energyfische-strom-in-flussen-produzieren-konnen-15444090.html,https://www.tagesspiegel.de/images/15444089/alternates/BASE_16_9_W1400/1775613764000/energyfish-schwarmkraftwerk-im-rhein.jpeg,http://web.archive.org/web/20260409044051/https://www.tagesspiegel.de/wirtschaft/mit-der-kraft-des-wassers-wie-energyfische-strom-in-flussen-produzieren-konnen-15444090.html,"Vom Ufer aus sind sie kaum zu sehen, doch unter der Oberfläche des Rheins können die sogenannten Energyfische die Strömung des Flusses nutzen, um Strom zu erzeugen. Das Unternehmen Energyminer mit Si… [+6506 chars]",,Mit der Kraft des Wassers: Wie „Energyfische“ Strom in Flüssen produzieren können. Wie funktionieren die neuen Schwarmkraftwerke? Und wie gehen sie mit Fischen oder Hochwasser um? Ein Blick auf das Projekt eines bayerischen Unternehmens im Rhein bei St. Goar – und darüber hinaus.,With the power of water: How “energy fish” can produce electricity in rivers. How do the new swarm power plants work? And how do they deal with fish or floods? A look at a Bavarian company's project in the Rhine near St. Goar - and beyond.,"Potentia aquae: Quomodo ""uis piscis"" in fluminibus electricitatem producere potest. Quomodo novum examen plantae potentiae operantur? Et quomodo pisces aut inundationes agunt? Vide in comitatu Bavarica in Rheno prope S. Goar - et ultra.",2026-04-10 05:32:06+00:00
f5d35e11bf881173c07afe478a8e4b2f,2026-04-06T13:59:27Z,'Überflutung',www.tagesspiegel.de,de,0.9,Flutkatastrophe in Russland: Tote und Tausende Obdachlose nach schweren Regenfällen,Die russische Teilrepublik Dagestan im Nordkaukasus am Kaspischen Meer erlebt beispiellose Überschwemmungen. Tausende Menschen mussten in Sicherheit gebracht werden. Die Gefahr ist laut den Behörden nicht vorbei.,https://www.tagesspiegel.de/gesellschaft/panorama/flutkatastrophe-in-russland-tote-und-tausende-obdachlose-nach-schweren-regenfallen-15439472.html,https://www.tagesspiegel.de/images/15439480/alternates/BASE_16_9_W1400/1775483735000/uberschwemmungen-in-russland.jpeg,http://web.archive.org/web/20260407055240/https://www.tagesspiegel.de/gesellschaft/panorama/flutkatastrophe-in-russland-tote-und-tausende-obdachlose-nach-schweren-regenfallen-15439472.html,Schwere Regenfälle haben in der russischen Teilrepublik Dagestan im Nordkaukasus eine beispiellose Flutkatastrophe ausgelöst. An einem Stausee in der Region Derbent brach eine Mauer. Eine Frau und ih… [+2388 chars],,Flutkatastrophe in Russland: Tote und Tausende Obdachlose nach schweren Regenfällen. Die russische Teilrepublik Dagestan im Nordkaukasus am Kaspischen Meer erlebt beispiellose Überschwemmungen. Tausende Menschen mussten in Sicherheit gebracht werden. Die Gefahr ist laut den Behörden nicht vorbei.,"Flood disaster in Russia: dead and thousands homeless after heavy rain. The Russian republic of Dagestan in the North Caucasus on the Caspian Sea is experiencing unprecedented flooding. Thousands of people had to be brought to safety. According to the authorities, the danger is not over.","Clades diluvii in Russia: mortui et mille profugo post pluviam gravem. Dagestan respublica Russica in Caucaso Septentrionali in Mare Caspio inundationem inauditam experitur. Millia hominum ad salutem adduci debebant. Secundum auctores, periculum non est.",2026-04-10 14:58:24+00:00
1ff58641951184246942bb02af8aa80d,2026-04-05T13:26:10Z,'Hochwasserschutz',vorarlberg.orf.at,de,0.9,Hochwasserschutz in Feldkirch auf der Zielgeraden,"Das Projekt „Hochwasserschutz Feldkirch“ geht in die letzte Phase. Seit Donnerstag ist die Montfortbrücke wieder für den Verkehr geöffnet, im Sommer soll der Projektabschluss folgen. Am Dienstag und Mittwoch ist aber eine Sperre der Kapfschlucht für Fußgänger…",https://vorarlberg.orf.at/stories/3348641/,https://ibs.orf.at/vbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F14%2F83%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2991597_master_1156983_baustelle_montfortbruecke__c__stadt_feldkirch__30_.jpg%3Fs%3D6b98d633192e4e95ca5c22cb0dfd6d70c1d52c5c,,"Seit 2022 wird am Hochwasserschutz-Projekt in Feldkirch gearbeitet, jetzt geht es in die Schlussphase. Im Bereich der Kapfschlucht wurde der Flussquerschnitt aufgeweitet, um die Abflusskapazität zu e… [+2073 chars]",,"Hochwasserschutz in Feldkirch auf der Zielgeraden. Das Projekt „Hochwasserschutz Feldkirch“ geht in die letzte Phase. Seit Donnerstag ist die Montfortbrücke wieder für den Verkehr geöffnet, im Sommer soll der Projektabschluss folgen. Am Dienstag und Mittwoch ist aber eine Sperre der Kapfschlucht für Fußgänger…","Flood protection in Feldkirch on the home stretch. The “Feldkirch flood protection” project is entering its final phase. The Montfort Bridge has been open to traffic again since Thursday, and the project is expected to be completed in the summer. On Tuesday and Wednesday the Kapfschlucht is closed to pedestrians...","Diluvium in tutela in Feldkirch super domum tractum. Consilium ""Feldkirch inundatio praesidium"" ultimum tempus intrat. Pons Montfort apertus est mercaturae iterum ex die Iovis et consilium exspectatur aestate perficiendum. Die Martis et Mercurii Kapfschluch clauditur peditibus...",2026-04-17 09:27:26+00:00
3d87999bf935e979b6b5b3064cc4c554,2026-04-15T18:01:49Z,'Hochwasser',www.diepresse.com,de,0.9,"Hochwasser, Dürre, Hangrutschungen: RiskLab zeigt, was passieren könnte [premium]","Wie verletzlich ist Österreich, wenn sich der Klimawandel weiter verschärft? Im RiskLab bei Geosphere Austria schätzt man Schäden ab, bevor sie eintreten – und entwickelt Handlungsempfehlungen.",https://www.diepresse.com/20757350/hochwasser-duerre-hangrutschungen-risklab-zeigt-was-passieren-koennte,https://img.diepresse.com/public/incoming/30nb1c-apaimg360800990hrjpg/alternates/DPR_SOCIAL_MAGAZIN/APAIMG_360800990.HR.jpg,,"Die Aussichten sind düster. Während die Erwärmung global bei etwa 1,4 Grad Celsius liegt, hat sie in Österreich im Vergleich zur vorindustriellen Zeit bereits rund 3,1 Grad erreicht ein Klima-Hotspot… [+7139 chars]",,"Hochwasser, Dürre, Hangrutschungen: RiskLab zeigt, was passieren könnte [premium]. Wie verletzlich ist Österreich, wenn sich der Klimawandel weiter verschärft? Im RiskLab bei Geosphere Austria schätzt man Schäden ab, bevor sie eintreten – und entwickelt Handlungsempfehlungen.","Floods, drought, landslides: RiskLab shows what could happen [premium]. How vulnerable is Austria if climate change continues to worsen? In the RiskLab at Geosphere Austria, damage is assessed before it occurs - and recommendations for action are developed.","Flumina, siccitas, landslides: RiskLab ostendit quid fieri posset [premium]. Quomodo vulnerabilis est Austria, si mutatio climatis peior pergit? In RiskLab apud Geosphaeram Austriae damnum aestimatur antequam fiat - et commendationes actionis augentur.",2026-04-18 20:49:28+00:00
